Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Review Rating,Subscription Status,Payment Method,Discount Applied
107,250,,Jacket,Outerwear,35,3.7,Yes,Cash,Yes
108,28.0,Male,Sneakers,Footwear,67,3.1,Yes,Cash,Yes
109,70.0,Male,Socks,Clothing,79,,Yes,Bank Transfer,Yes
110,58.0,Male,T-shirt,Clothing,85,2.6,Yes,,Yes
111,56.0,Male,Backpack,Accessories,26,,Yes,,Yes
112,26.0,Male,Belt,Accessories,75,,Yes,PayPal,Yes
113,37.0,Male,Gloves,Accessories,65,4.3,Yes,Credit Card,Yes
114,44.0,Male,Hat,Accessories,54,3.1,Yes,,Yes
115,70.0,Male,Coat,Outerwear,95,3.7,Yes,,Yes
116,,Male,Skirt,Clothing,94,,Yes,Cash,Yes
117,,,,Footwear,86,3.4,Yes,PayPal,Yes
118,50.0,Male,Sandals,Footwear,32,,Yes,Bank Transfer,Yes
119,50.0,Male,Sweater,Clothing,45,4.8,Yes,Bank Transfer,Yes
120,38.0,,Coat,Outerwear,76,4.3,Yes,Debit Card,Yes
121,64.0,Male,,Accessories,84,4.0,Yes,PayPal,Yes
122,19.0,Male,Shorts,Clothing,72,4.2,Yes,Cash,Yes
123,40.0,Male,Backpack,Accessories,40,,Yes,Credit Card,Yes
124,57.0,Male,,Clothing,89,3.1,Yes,Debit Card,Yes
125,44.0,Male,Sweater,Clothing,86,3.1,Yes,PayPal,Yes
126,49.0,,Shorts,Clothing,54,3.6,Yes,Cash,Yes
127,43.0,Male,Shorts,Clothing,36,3.9,Yes,Bank Transfer,Yes
128,,Male,Sweater,Clothing,89,4.8,Yes,Venmo,Yes
129,20.0,,Scarf,Accessories,32,4.7,Yes,Venmo,Yes
130,24.0,Male,Dress,Clothing,67,4.2,Yes,,Yes
131,44.0,Male,Scarf,Accessories,39,3.7,Yes,,Yes
132,28.0,Male,,Clothing,29,,Yes,,Yes
133,30.0,,Backpack,Accessories,58,4.7,Yes,,Yes
134,52.0,Male,Sweater,Clothing,65,2.5,Yes,,Yes
135,43.0,,,Accessories,94,4.9,Yes,,Yes
136,43.0,Male,Sandals,Footwear,81,4.1,Yes,PayPal,Yes
137,39.0,,Blouse,Clothing,86,3.3,Yes,Credit Card,Yes
138,,Male,,Footwear,43,,Yes,,Yes
139,68.0,Male,,Clothing,29,4.4,Yes,Cash,Yes
140,49.0,Male,,Outerwear,95,,Yes,,Yes
141,63.0,Male,Shirt,Clothing,28,3.9,Yes,Bank Transfer,Yes
142,56.0,Male,,Accessories,46,4.9,Yes,PayPal,Yes
143,37.0,Male,Jacket,Outerwear,58,3.1,Yes,PayPal,Yes
144,30.0,,Coat,Outerwear,48,2.7,Yes,,Yes
145,19.0,,Shoes,Footwear,43,3.2,Yes,Credit Card,Yes
146,24.0,Male,,Accessories,95,4.5,Yes,Venmo,Yes
147,52.0,Male,Skirt,Clothing,30,,Yes,,Yes
148,63.0,Male,,Footwear,64,3.5,Yes,Bank Transfer,Yes
149,37.0,Male,Gloves,Accessories,90,,Yes,PayPal,Yes
150,38.0,,Pants,Clothing,76,3.2,Yes,Venmo,Yes
151,,Male,,Footwear,96,,Yes,,Yes
152,28.0,,Sunglasses,Accessories,47,4.5,Yes,Debit Card,Yes
153,30.0,Male,Shirt,Clothing,85,4.3,Yes,PayPal,Yes
154,69.0,Male,Hoodie,Clothing,55,3.2,Yes,,Yes
155,41.0,Male,Dress,Clothing,98,,Yes,Debit Card,Yes
156,,Male,Socks,Clothing,77,4.3,Yes,Cash,Yes
157,35.0,Male,Shorts,Clothing,26,4.0,Yes,Venmo,Yes
158,36.0,Male,,Accessories,68,3.0,Yes,,Yes
159,,Male,Shirt,Clothing,73,4.1,Yes,,Yes
160,58.0,Male,,Accessories,27,,Yes,Debit Card,Yes
161,27.0,Male,Gloves,Accessories,23,,Yes,Bank Transfer,Yes
162,65.0,Male,Backpack,Accessories,49,3.0,Yes,,Yes
163,54.0,Male,Sunglasses,Accessories,74,,Yes,Credit Card,Yes
164,54.0,Male,Skirt,Clothing,67,3.4,Yes,PayPal,Yes
165,59.0,Male,Handbag,Accessories,65,2.6,Yes,,Yes
166,42.0,Male,Handbag,Accessories,60,2.8,Yes,Credit Card,Yes
167,46.0,Male,Sneakers,Footwear,31,4.0,Yes,Cash,Yes
168,,,Gloves,Accessories,27,4.0,Yes,Venmo,Yes
169,34.0,Male,Shoes,Footwear,80,3.0,Yes,Bank Transfer,Yes
170,27.0,Male,Jacket,Outerwear,30,3.3,Yes,,Yes
171,52.0,Male,Shirt,Clothing,25,2.6,Yes,Venmo,Yes
172,29.0,Male,Shorts,Clothing,35,,Yes,Debit Card,Yes
173,54.0,Male,,Accessories,67,3.9,Yes,,Yes
174,25.0,Male,Hat,Accessories,46,3.4,Yes,,Yes
175,41.0,Male,Shoes,Footwear,35,3.5,Yes,,Yes
176,53.0,Male,Coat,Outerwear,86,,Yes,Debit Card,Yes
177,53.0,Male,Backpack,Accessories,81,2.7,Yes,Bank Transfer,Yes
178,21.0,,Hoodie,Clothing,42,,Yes,Debit Card,Yes
179,61.0,,Skirt,Clothing,43,4.3,Yes,,Yes
180,64.0,Male,Boots,Footwear,31,4.9,Yes,Debit Card,Yes
181,,Male,Sandals,Footwear,81,3.3,Yes,Cash,Yes
182,32.0,Male,Pants,Clothing,61,4.7,Yes,,Yes
183,38.0,Male,Gloves,Accessories,96,,Yes,Venmo,Yes
184,58.0,Male,,Clothing,29,3.6,Yes,Bank Transfer,Yes
185,32.0,Male,Sneakers,Footwear,33,,Yes,Cash,Yes
186,46.0,Male,T-shirt,Clothing,32,,Yes,,Yes
187,39.0,Male,,Accessories,56,,Yes,Debit Card,Yes
188,19.0,Male,Shoes,Footwear,94,3.3,Yes,Credit Card,Yes
189,50.0,Male,Hoodie,Clothing,53,3.1,Yes,Credit Card,Yes
190,36.0,Male,Blouse,Clothing,82,,Yes,Venmo,Yes
191,65.0,Male,Coat,Outerwear,70,,Yes,Venmo,Yes
192,64.0,Male,Hat,Accessories,76,,Yes,Credit Card,Yes
193,46.0,Male,Shoes,Footwear,29,2.9,Yes,Venmo,Yes
194,36.0,Male,Belt,Accessories,100,,Yes,PayPal,Yes
195,51.0,Male,Backpack,Accessories,94,3.1,Yes,Venmo,Yes
196,51.0,Male,Jacket,Outerwear,25,,Yes,Credit Card,Yes
197,38.0,Male,Boots,Footwear,88,,Yes,Cash,Yes
198,59.0,Male,,Accessories,78,3.2,Yes,Debit Card,Yes
199,57.0,Male,Jewelry,Accessories,45,4.8,Yes,Cash,Yes
200,54.0,Male,Hat,Accessories,73,3.8,Yes,Debit Card,Yes
201,25.0,Male,Dress,Clothing,61,3.3,Yes,PayPal,Yes
202,69.0,Male,Blouse,Clothing,22,4.3,Yes,,Yes
203,57.0,Male,Hat,Accessories,38,2.7,Yes,,Yes
204,70.0,,Scarf,Accessories,38,,Yes,PayPal,Yes
205,24.0,Male,Sneakers,Footwear,100,,Yes,,Yes
206,67.0,Male,Shirt,Clothing,64,3.0,Yes,Bank Transfer,Yes
207,24.0,Male,T-shirt,Clothing,55,,Yes,Venmo,Yes
208,62.0,Male,Gloves,Accessories,91,2.9,Yes,Venmo,Yes
209,57.0,Male,Skirt,Clothing,38,,Yes,Cash,Yes
210,55.0,,Sandals,Footwear,97,,Yes,Bank Transfer,Yes
211,45.0,Male,Jacket,Outerwear,22,3.0,Yes,Venmo,Yes
212,69.0,Male,Skirt,Clothing,92,4.2,Yes,Venmo,Yes
213,67.0,Male,Handbag,Accessories,84,4.2,Yes,Venmo,Yes
214,30.0,,Handbag,Accessories,93,4.4,Yes,Cash,Yes
215,24.0,Male,Jacket,Outerwear,50,,Yes,Cash,Yes
216,62.0,Male,Scarf,Accessories,64,2.8,Yes,,Yes
217,43.0,Male,Shorts,Clothing,61,3.7,Yes,Cash,Yes
218,35.0,Male,Sunglasses,Accessories,48,,Yes,Venmo,Yes
219,28.0,,T-shirt,Clothing,45,,Yes,,Yes
220,32.0,Male,Belt,Accessories,88,3.0,Yes,Venmo,Yes
221,39.0,Male,Sneakers,Footwear,57,3.7,Yes,Debit Card,Yes
222,28.0,Male,Hat,Accessories,68,4.4,Yes,Debit Card,Yes
223,47.0,Male,Gloves,Accessories,94,,Yes,Venmo,Yes
224,20.0,Male,Pants,Clothing,41,,Yes,Venmo,Yes
225,63.0,Male,Socks,Clothing,83,2.9,Yes,PayPal,Yes
226,25.0,Male,Jacket,Outerwear,22,,Yes,Debit Card,Yes
227,,Male,,Footwear,74,3.3,Yes,Cash,Yes
228,50.0,Male,,Clothing,90,,Yes,Venmo,Yes
229,18.0,Male,Socks,Clothing,79,2.9,Yes,,Yes
230,70.0,Male,Sandals,Footwear,28,,Yes,Cash,Yes
231,66.0,Male,Scarf,Accessories,88,4.1,Yes,,Yes
232,28.0,Male,Blouse,Clothing,26,,Yes,Bank Transfer,Yes
233,54.0,Male,Jewelry,Accessories,27,4.2,Yes,Bank Transfer,Yes
234,19.0,Male,Sweater,Clothing,83,4.5,Yes,PayPal,Yes
235,20.0,Male,Gloves,Accessories,39,3.7,Yes,,Yes
236,43.0,,Sunglasses,Accessories,89,3.7,Yes,Cash,Yes
237,38.0,Male,Coat,Outerwear,68,3.4,Yes,,Yes
238,50.0,Male,Dress,Clothing,90,,Yes,Venmo,Yes
239,64.0,Male,Skirt,Clothing,34,,Yes,,Yes
240,49.0,Male,Pants,Clothing,51,2.9,Yes,PayPal,Yes
241,47.0,Male,Sweater,Clothing,45,3.5,Yes,Credit Card,Yes
242,36.0,,Hoodie,Clothing,88,4.1,Yes,PayPal,Yes
243,55.0,Male,Coat,Outerwear,85,4.3,Yes,Credit Card,Yes
244,25.0,Male,,Accessories,100,2.8,Yes,Credit Card,Yes
245,53.0,Male,Belt,Accessories,42,,Yes,Debit Card,Yes
246,49.0,,Sandals,Footwear,53,3.3,Yes,Cash,Yes
247,35.0,Male,Sunglasses,Accessories,86,3.2,Yes,Credit Card,Yes
248,29.0,Male,Sweater,Clothing,66,4.4,Yes,,Yes
249,47.0,Male,Belt,Accessories,100,4.8,Yes,,Yes
250,53.0,Male,Handbag,Accessories,47,4.2,Yes,,Yes
251,33.0,,Skirt,Clothing,25,4.0,Yes,Debit Card,Yes
252,21.0,Male,Handbag,Accessories,51,2.5,Yes,,Yes
253,32.0,Male,Shorts,Clothing,41,,Yes,,Yes
254,52.0,Male,Boots,Footwear,73,4.9,Yes,PayPal,Yes
255,67.0,Male,Sunglasses,Accessories,42,3.5,Yes,Credit Card,Yes
256,43.0,,Scarf,Accessories,20,4.2,Yes,,Yes
257,58.0,Male,Jewelry,Accessories,30,4.7,Yes,,Yes
258,20.0,Male,Handbag,Accessories,53,4.5,Yes,PayPal,Yes
259,61.0,Male,Gloves,Accessories,74,2.8,Yes,,Yes
260,,Male,Jeans,Clothing,57,2.9,Yes,Credit Card,Yes
261,38.0,Male,Hat,Accessories,57,3.2,Yes,Bank Transfer,Yes
262,21.0,Male,Jeans,Clothing,77,4.9,Yes,,Yes
263,37.0,Male,Pants,Clothing,40,3.7,Yes,Cash,Yes
264,27.0,Male,Shorts,Clothing,46,4.3,Yes,,Yes
265,36.0,Male,Pants,Clothing,78,3.9,Yes,Venmo,Yes
266,32.0,Male,,Accessories,59,3.2,Yes,,Yes
267,51.0,Male,Jewelry,Accessories,75,3.1,Yes,Cash,Yes
268,64.0,,Sweater,Clothing,54,3.9,Yes,Venmo,Yes
269,68.0,,Shoes,Footwear,42,2.6,Yes,,Yes
270,68.0,Male,Blouse,Clothing,44,,Yes,PayPal,Yes
271,33.0,,Jeans,Clothing,52,4.6,Yes,Debit Card,Yes
272,65.0,Male,Sunglasses,Accessories,69,4.6,Yes,,Yes
273,48.0,Male,Jewelry,Accessories,26,4.4,Yes,PayPal,Yes
274,69.0,Male,Coat,Outerwear,33,4.2,Yes,Cash,Yes
275,59.0,,Jewelry,Accessories,32,3.0,Yes,Credit Card,Yes
276,,,Backpack,Accessories,85,4.0,Yes,Debit Card,Yes
277,25.0,,Skirt,Clothing,30,3.5,Yes,,Yes
278,29.0,Male,,Clothing,29,3.0,Yes,Credit Card,Yes
279,57.0,,Sweater,Clothing,95,3.7,Yes,Bank Transfer,Yes
280,,Male,Sneakers,Footwear,69,,Yes,,Yes
281,45.0,Male,,Footwear,69,4.2,Yes,Debit Card,Yes
282,38.0,Male,,Accessories,61,2.5,Yes,Bank Transfer,Yes
283,,Male,Skirt,Clothing,94,3.0,Yes,,Yes
284,32.0,Male,,Clothing,30,3.2,Yes,Debit Card,Yes
285,63.0,Male,Skirt,Clothing,45,,Yes,PayPal,Yes
286,29.0,Male,Handbag,Accessories,39,,Yes,,Yes
287,27.0,Male,Jewelry,Accessories,51,2.6,Yes,Cash,Yes
288,56.0,Male,Scarf,Accessories,37,,Yes,,Yes
289,30.0,Male,,Clothing,62,3.7,Yes,Credit Card,Yes
290,49.0,Male,Coat,Outerwear,85,4.5,Yes,,Yes
291,58.0,Male,T-shirt,Clothing,33,,Yes,Bank Transfer,Yes
292,57.0,Male,Dress,Clothing,26,3.3,Yes,Credit Card,Yes
293,60.0,Male,Shoes,Footwear,99,,Yes,,Yes
294,69.0,Male,,Accessories,39,2.7,Yes,,Yes
295,,Male,Skirt,Clothing,20,4.6,Yes,Cash,Yes
296,53.0,Male,Sunglasses,Accessories,42,,Yes,Venmo,Yes
297,25.0,Male,Sandals,Footwear,74,4.8,Yes,PayPal,Yes
298,48.0,Male,Shoes,Footwear,26,,Yes,Bank Transfer,Yes
299,69.0,Male,T-shirt,Clothing,53,,Yes,Cash,Yes
300,25.0,Male,Sneakers,Footwear,80,3.2,Yes,,Yes
301,29.0,Male,Hat,Accessories,98,,Yes,Cash,Yes
302,46.0,,Skirt,Clothing,95,3.8,Yes,,Yes
303,37.0,Male,Sweater,Clothing,44,,Yes,Venmo,Yes
304,20.0,,Sandals,Footwear,60,3.3,Yes,Cash,Yes
305,40.0,Male,Dress,Clothing,84,3.4,Yes,Venmo,Yes
306,60.0,,Sweater,Clothing,59,,Yes,Debit Card,Yes
307,26.0,Male,Jacket,Outerwear,49,3.6,Yes,Debit Card,Yes
308,29.0,,Gloves,Accessories,32,3.2,Yes,Cash,Yes
309,66.0,Male,Handbag,Accessories,29,,Yes,,Yes
310,66.0,Male,Dress,Clothing,22,4.5,Yes,Bank Transfer,Yes
311,56.0,Male,Pants,Clothing,85,,Yes,,Yes
312,69.0,Male,Jeans,Clothing,52,4.1,Yes,,Yes
313,38.0,,Pants,Clothing,89,3.4,Yes,,Yes
314,42.0,,,Clothing,77,3.7,Yes,PayPal,Yes
315,30.0,Male,Pants,Clothing,24,3.3,Yes,,Yes
316,66.0,Male,Jewelry,Accessories,24,,Yes,Venmo,Yes
317,36.0,Male,Handbag,Accessories,22,,Yes,Bank Transfer,Yes
318,,Male,,Clothing,82,4.3,Yes,Bank Transfer,Yes
319,45.0,Male,Backpack,Accessories,67,,Yes,,Yes
320,47.0,Male,Shorts,Clothing,74,2.6,Yes,Venmo,Yes
321,66.0,Male,Jewelry,Accessories,72,4.9,Yes,PayPal,Yes
322,41.0,Male,Sneakers,Footwear,36,4.7,Yes,Credit Card,Yes
323,41.0,,Belt,Accessories,95,3.0,Yes,Credit Card,Yes
324,66.0,,Hoodie,Clothing,78,3.5,Yes,Venmo,Yes
325,37.0,Male,Shirt,Clothing,82,,Yes,Credit Card,Yes
326,70.0,Male,Pants,Clothing,70,,Yes,Debit Card,Yes
327,62.0,Male,,Accessories,41,3.2,Yes,Cash,Yes
328,61.0,Male,Coat,Outerwear,42,3.1,Yes,PayPal,Yes
329,48.0,Male,Coat,Outerwear,50,2.8,Yes,,Yes
330,70.0,Male,Socks,Clothing,31,2.9,Yes,,Yes
331,46.0,Male,Sweater,Clothing,51,,Yes,Bank Transfer,Yes
332,31.0,Male,Shirt,Clothing,98,3.3,Yes,Credit Card,Yes
333,,Male,Shirt,Clothing,86,2.8,Yes,Cash,Yes
334,39.0,,Sweater,Clothing,64,4.5,Yes,Cash,Yes
335,41.0,Male,Blouse,Clothing,46,2.6,Yes,,Yes
336,,,Sweater,Clothing,85,3.7,Yes,,Yes
337,,Male,Hat,Accessories,81,4.4,Yes,,Yes
338,,Male,Sweater,Clothing,59,,Yes,,Yes
339,69.0,Male,Hoodie,Clothing,79,3.5,Yes,Venmo,Yes
340,40.0,Male,Shorts,Clothing,33,,Yes,,Yes
341,40.0,Male,,Clothing,47,3.5,Yes,Cash,Yes
342,20.0,,,Accessories,20,4.6,Yes,,Yes
343,64.0,Male,Coat,Outerwear,36,,Yes,Bank Transfer,Yes
344,27.0,Male,Sandals,Footwear,39,4.4,Yes,,Yes
345,24.0,Male,Skirt,Clothing,71,4.0,Yes,PayPal,Yes
346,,Male,Shoes,Footwear,59,4.4,Yes,Cash,Yes
347,49.0,Male,Jeans,Clothing,50,4.7,Yes,,Yes
348,36.0,Male,Sandals,Footwear,41,3.9,Yes,Credit Card,Yes
349,56.0,Male,Blouse,Clothing,59,2.7,Yes,Bank Transfer,Yes
350,37.0,,Hat,Accessories,87,,Yes,Cash,Yes
351,42.0,Male,Sweater,Clothing,68,2.6,Yes,Venmo,Yes
352,28.0,Male,Skirt,Clothing,90,3.9,Yes,Cash,Yes
353,27.0,Male,Jeans,Clothing,71,4.9,Yes,Venmo,Yes
354,,Male,Sneakers,Footwear,64,4.1,Yes,Credit Card,Yes
355,58.0,Male,Jewelry,Accessories,76,3.0,Yes,PayPal,Yes
356,37.0,Male,Jewelry,Accessories,42,,Yes,,Yes
357,56.0,Male,Pants,Clothing,80,3.8,Yes,,Yes
358,18.0,Male,Belt,Accessories,56,4.0,Yes,Bank Transfer,Yes
359,48.0,Male,Hat,Accessories,25,3.6,Yes,,Yes
360,31.0,,Sneakers,Footwear,74,3.0,Yes,Debit Card,Yes
361,51.0,Male,Pants,Clothing,30,3.0,Yes,Bank Transfer,Yes
362,65.0,Male,T-shirt,Clothing,96,,Yes,Bank Transfer,Yes
363,53.0,,Sneakers,Footwear,64,,Yes,,Yes
364,55.0,Male,Shorts,Clothing,88,3.1,Yes,Cash,Yes
365,,Male,Shoes,Footwear,88,3.0,Yes,Debit Card,Yes
366,55.0,Male,Gloves,Accessories,88,3.7,Yes,PayPal,Yes
367,64.0,,Socks,Clothing,36,3.5,Yes,Bank Transfer,Yes
368,52.0,Male,Dress,Clothing,40,2.8,Yes,Credit Card,Yes
369,,Male,Handbag,Accessories,39,4.5,Yes,Venmo,Yes
370,38.0,Male,,Accessories,40,,Yes,Cash,Yes
371,59.0,Male,Scarf,Accessories,34,,Yes,Credit Card,Yes
372,27.0,Male,Sneakers,Footwear,83,3.2,Yes,Bank Transfer,Yes
373,24.0,Male,Sweater,Clothing,85,3.7,Yes,Credit Card,Yes
374,23.0,Male,Coat,Outerwear,27,4.6,Yes,Bank Transfer,Yes
375,69.0,Male,Jewelry,Accessories,78,5.0,Yes,Bank Transfer,Yes
376,59.0,Male,Sunglasses,Accessories,32,,Yes,Debit Card,Yes
377,51.0,Male,,Footwear,51,4.9,Yes,PayPal,Yes
378,,Male,Scarf,Accessories,32,,Yes,Debit Card,Yes
379,54.0,Male,Dress,Clothing,62,4.9,Yes,,Yes
380,32.0,Male,T-shirt,Clothing,29,,Yes,Debit Card,Yes
381,39.0,Male,Backpack,Accessories,69,,Yes,,Yes
382,66.0,Male,Jewelry,Accessories,25,,Yes,Debit Card,Yes
383,28.0,Male,Jeans,Clothing,76,,Yes,PayPal,Yes
384,50.0,Male,Sunglasses,Accessories,77,2.9,Yes,Credit Card,Yes
385,,Male,Sweater,Clothing,33,4.5,Yes,Credit Card,Yes
386,67.0,Male,Shorts,Clothing,93,2.7,Yes,Credit Card,Yes
387,,,Jewelry,Accessories,39,3.4,Yes,,Yes
388,45.0,,Coat,Outerwear,93,4.6,Yes,Cash,Yes
389,,Male,Handbag,Accessories,82,2.7,Yes,Credit Card,Yes
390,,Male,Boots,Footwear,42,4.2,Yes,Venmo,Yes
391,25.0,Male,Gloves,Accessories,71,3.2,Yes,Debit Card,Yes
